code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,total_score,total_clicks,date_registration,date_unregistration,Normalised_score,Engagement_score,Score_category
BBB,2014B,354984,F,South West Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,7.96646E+24,1056,-117,?,8.21371E-08,7.96646E+24,High
BBB,2014B,355147,F,South East Region,A Level or Equivalent,70-80%,35-55,1,120,N,Pass,7.67981E+24,638,-110,?,7.91817E-08,7.67981E+24,High
BBB,2014B,355369,F,Yorkshire Region,A Level or Equivalent,80-90%,35-55,2,60,N,Fail,0,9,-124,?,0,9,Zero
BBB,2014B,355643,F,Ireland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,7.56962E+23,294,-102,?,7.80456E-09,7.56962E+23,High
BBB,2014B,356386,F,South West Region,Lower Than A Level,20-30%,0-35,1,60,Y,Fail,57458060100,304,-78,?,5.92414E-22,57458060404,High
BBB,2014B,358054,F,Scotland,HE Qualification,70-80%,35-55,0,60,N,Withdrawn,8188100,325,-50,125,8.44224E-26,8188425,High
BBB,2014B,358956,F,East Anglian Region,Lower Than A Level,30-40%,0-35,1,120,N,Pass,6.17068E+23,804,-32,?,6.3622E-09,6.17068E+23,High
BBB,2014B,359438,F,Wales,A Level or Equivalent,20-30%,0-35,2,60,N,Distinction,8.28582E+24,177,-127,?,8.54299E-08,8.28582E+24,High
BBB,2014B,360190,F,South West Region,Lower Than A Level,50-60%,0-35,1,180,N,Fail,4963494040,54,-82,?,5.11755E-23,4963494094,High
BBB,2014B,363110,F,South East Region,A Level or Equivalent,20-30%,0-35,1,180,N,Pass,8.57082E+19,214,-137,?,8.83684E-13,8.57082E+19,High
BBB,2014B,363396,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,9.38784E+20,553,-51,?,9.67921E-12,9.38784E+20,High
BBB,2014B,364712,F,London Region,No Formal quals,Oct-20,0-35,1,120,N,Withdrawn,0,0,-145,-88,0,0,Zero
BBB,2014B,365111,F,Scotland,HE Qualification,30-40%,0-35,1,75,Y,Withdrawn,77707210060,334,-75,198,8.0119E-22,77707210394,High
BBB,2014B,365488,F,Wales,A Level or Equivalent,60-70%,0-35,2,60,N,Fail,56,14,-31,?,5.77381E-31,70,Medium
BBB,2014B,366936,F,South East Region,A Level or Equivalent,Oct-20,0-35,1,120,N,Withdrawn,88737080100,737,-117,88,9.14912E-22,88737080837,High
BBB,2014B,367535,F,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,7.04956E+23,560,-36,?,7.26836E-09,7.04956E+23,High
BBB,2014B,369715,F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,120,Y,Pass,6.27645E+20,842,-36,?,6.47125E-12,6.27645E+20,High
BBB,2014B,370008,F,Scotland,A Level or Equivalent,30-40%,0-35,2,120,N,Fail,8.28559E+20,858,-60,?,8.54275E-12,8.28559E+20,High
BBB,2014B,372997,F,Wales,HE Qualification,80-90%,35-55,0,120,N,Distinction,8.08391E+21,928,-92,?,8.33481E-11,8.08391E+21,High
BBB,2014B,374515,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Withdrawn,484560,111,-24,143,4.99599E-27,484671,High
BBB,2014B,374747,M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,7.06544E+21,298,-29,?,7.28473E-11,7.06544E+21,High
BBB,2014B,375711,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,74,25,-60,?,7.62968E-31,99,High
BBB,2014B,375717,F,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,8.68394E+16,872,-36,?,8.95347E-16,8.68394E+16,High
BBB,2014B,376868,F,East Midlands Region,Lower Than A Level,Oct-20,0-35,4,180,N,Fail,0,21,-124,?,0,21,Zero
BBB,2014B,377469,F,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,7.26369E+25,290,-173,?,7.48913E-07,7.26369E+25,High
BBB,2014B,377929,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,0,0,-170,0,0,0,Zero
BBB,2014B,379785,F,South Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,0,0,-22,-10,0,0,Zero
BBB,2014B,380184,F,Yorkshire Region,A Level or Equivalent,Oct-20,0-35,0,210,N,Pass,6.96761E+17,395,-23,?,7.18386E-15,6.96761E+17,High
BBB,2014B,380204,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,8.2898E+25,1140,-68,?,8.54709E-07,8.2898E+25,High
BBB,2014B,381525,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,Y,Withdrawn,0,0,-113,-1,0,0,Zero
BBB,2014B,381533,F,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,6.57063E+23,1798,-64,?,6.77456E-09,6.57063E+23,High
BBB,2014B,381544,F,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass,8.37063E+23,618,-29,?,8.63043E-09,8.37063E+23,High
BBB,2014B,381909,F,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,120,N,Distinction,8.59798E+25,1756,-24,?,8.86484E-07,8.59798E+25,High
BBB,2014B,381917,F,East Anglian Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Distinction,8.07674E+24,2522,-94,?,8.32742E-08,8.07674E+24,High
BBB,2014B,382877,F,North Region,Lower Than A Level,Oct-20,0-35,0,60,N,Withdrawn,0,42,-111,2,0,42,Zero
BBB,2014B,383241,F,Scotland,HE Qualification,60-70%,0-35,0,75,N,Pass,4.77574E+24,1882,-134,?,4.92396E-08,4.77574E+24,High
BBB,2014B,383967,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,5.76061E+23,269,-66,?,5.9394E-09,5.76061E+23,High
BBB,2014B,384099,F,East Anglian Region,Lower Than A Level,40-50%,35-55,1,150,N,Withdrawn,0,0,-100,-14,0,0,Zero
BBB,2014B,384636,F,Wales,Lower Than A Level,20-30%,0-35,0,120,N,Fail,7.5631E+11,434,-29,?,7.79784E-21,7.5631E+11,High
BBB,2014B,384884,F,South Region,Lower Than A Level,60-70%,0-35,0,120,Y,Pass,8.57568E+21,1192,-81,?,8.84184E-11,8.57568E+21,High
BBB,2014B,386374,F,South Region,Lower Than A Level,Oct-20,0-35,2,60,N,Fail,90,18,-29,?,9.27934E-31,108,High
BBB,2014B,387276,F,North Western Region,Lower Than A Level,50-60%,35-55,3,120,N,Withdrawn,0,0,-109,-96,0,0,Zero
BBB,2014B,388041,F,North Western Region,A Level or Equivalent,60-70%,0-35,2,120,N,Withdrawn,0,0,-79,-8,0,0,Zero
BBB,2014B,388168,F,West Midlands Region,A Level or Equivalent,Oct-20,0-35,2,60,N,Withdrawn,0,0,-53,-32,0,0,Zero
BBB,2014B,389249,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,6.96878E+22,411,-36,?,7.18507E-10,6.96878E+22,High
BBB,2014B,391153,F,Ireland,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,7.57881E+24,1077,-17,?,7.81403E-08,7.57881E+24,High
BBB,2014B,391556,F,Wales,No Formal quals,0-10%,35-55,0,60,N,Fail,0,0,-32,?,0,0,Zero
BBB,2014B,392604,F,South Region,Lower Than A Level,80-90%,35-55,0,90,N,Pass,7.47679E+25,1288,-168,?,7.70885E-07,7.47679E+25,High
BBB,2014B,392733,F,London Region,HE Qualification,0-10%,35-55,0,120,N,Fail,53,116,-51,?,5.4645E-31,169,Medium
BBB,2014B,393131,F,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,Fail,7869100100,111,-172,?,8.11334E-23,7869100211,High
BBB,2014B,394010,M,South West Region,Lower Than A Level,60-70%,0-35,0,180,N,Withdrawn,0,0,-32,-30,0,0,Zero
BBB,2014B,394067,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,90,N,Distinction,7.78387E+26,304,-128,?,8.02546E-06,7.78387E+26,High
BBB,2014B,394331,F,East Midlands Region,Lower Than A Level,Oct-20,0-35,0,60,N,Pass,6275717183?100100100100100,839,-97,?,#VALUE!,#VALUE!,High
BBB,2014B,394480,F,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,73,42,-131,?,7.52657E-31,115,High
BBB,2014B,394520,F,North Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,6.06764E+23,395,-114,?,6.25596E-09,6.06764E+23,High
BBB,2014B,395374,F,London Region,HE Qualification,30-40%,0-35,0,120,N,Pass,7.27073E+23,507,-29,?,7.49639E-09,7.27073E+23,High
BBB,2014B,396456,F,Wales,HE Qualification,40-50%,0-35,0,60,N,Distinction,6.47964E+22,696,-24,?,6.68075E-10,6.47964E+22,High
BBB,2014B,396799,F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,N,Distinction,6.87583E+24,919,-68,?,7.08924E-08,6.87583E+24,High
BBB,2014B,397312,F,Yorkshire Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Fail,6.88771E+18,847,-149,?,7.10148E-14,6.88771E+18,High
BBB,2014B,397747,F,South Region,Lower Than A Level,50-60%,0-35,2,60,N,Pass,7.07054E+23,1551,-22,?,7.28999E-09,7.07054E+23,High
BBB,2014B,397829,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,5.86671E+21,548,-32,?,6.04879E-11,5.86671E+21,High
BBB,2014B,400729,F,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,0,0,-142,-71,0,0,Zero
BBB,2014B,401441,F,South Region,Lower Than A Level,70-80%,35-55,1,60,N,Fail,858880,292,-80,?,8.85537E-27,859172,High
BBB,2014B,405268,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Distinction,6.27581E+23,199,-18,?,6.47059E-09,6.27581E+23,High
BBB,2014B,406600,F,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,5.66368E+24,313,-59,?,5.83946E-08,5.66368E+24,High
BBB,2014B,406974,M,West Midlands Region,A Level or Equivalent,Oct-20,0-35,2,240,N,Fail,8.17889E+19,200,-36,?,8.43274E-13,8.17889E+19,High
BBB,2014B,407545,F,South East Region,A Level or Equivalent,20-30%,0-35,0,75,N,Withdrawn,75100808060,172,-31,169,7.74317E-22,75100808232,High
BBB,2014B,408469,F,West Midlands Region,A Level or Equivalent,50-60%,35-55,1,210,N,Withdrawn,74,229,-52,15,7.62968E-31,303,High
BBB,2014B,408581,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,1,180,N,Distinction,6.1889E+22,762,-29,?,6.38098E-10,6.1889E+22,High
BBB,2014B,411895,F,East Anglian Region,Lower Than A Level,0-10%,0-35,3,120,N,Fail,605680,24,-131,?,6.24479E-27,605704,High
BBB,2014B,412156,M,West Midlands Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Withdrawn,0,0,-23,-7,0,0,Zero
BBB,2014B,415298,F,South East Region,Lower Than A Level,50-60%,0-35,1,120,N,Fail,0,0,-136,?,0,0,Zero
BBB,2014B,417263,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,7.78084E+23,868,-75,?,8.02233E-09,7.78084E+23,High
BBB,2014B,417684,F,South East Region,A Level or Equivalent,20-30%,0-35,2,60,N,Distinction,8.88689E+25,806,-29,?,9.16271E-07,8.88689E+25,High
BBB,2014B,420641,F,South Region,Lower Than A Level,Oct-20,0-35,0,60,N,Withdrawn,0,0,-137,-126,0,0,Zero
BBB,2014B,420663,F,South East Region,Lower Than A Level,80-90%,0-35,1,60,N,Pass,7.56753E+23,251,-102,?,7.8024E-09,7.56753E+23,High
BBB,2014B,421326,F,Wales,Lower Than A Level,Oct-20,0-35,0,120,N,Fail,6.56673E+18,83,-61,?,6.77054E-14,6.56673E+18,High
BBB,2014B,421992,F,East Anglian Region,Lower Than A Level,0-10%,0-35,2,60,N,Fail,8.2788E+13,719,-82,?,8.53575E-19,8.2788E+13,High
BBB,2014B,423652,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,Y,Distinction,8.87784E+23,307,-29,?,9.15338E-09,8.87784E+23,High
BBB,2014B,424014,F,Scotland,Lower Than A Level,80-90%,35-55,2,120,N,Pass,8.4808E+25,1084,-17,?,8.74402E-07,8.4808E+25,High
BBB,2014B,424659,F,South Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,0,0,-110,-86,0,0,Zero
BBB,2014B,424863,F,Ireland,Lower Than A Level,60-70%,0-35,4,120,N,Fail,60,64,-52,?,6.18622E-31,124,Medium
BBB,2014B,429099,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,2,90,N,Distinction,8.18082E+26,705,-192,?,8.43473E-06,8.18082E+26,High
BBB,2014B,429417,M,Scotland,Lower Than A Level,30-40%,35-55,0,60,N,Pass,7.57581E+24,745,-52,?,7.81094E-08,7.57581E+24,High
BBB,2014B,429777,F,South West Region,Lower Than A Level,50-60%,0-35,0,120,Y,Withdrawn,5880,38,-32,139,6.0625E-29,5918,High
BBB,2014B,430002,M,South Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,0,50,-114,?,0,50,Zero
BBB,2014B,432480,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,6.77271E+21,151,-110,?,6.98291E-11,6.77271E+21,High
BBB,2014B,435057,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,0,78,-120,?,0,78,Zero
BBB,2014B,435282,F,South West Region,A Level or Equivalent,70-80%,35-55,2,60,Y,Fail,4.84039E+11,710,-88,?,4.99062E-21,4.84039E+11,High
BBB,2014B,437171,F,East Midlands Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,7.86171E+25,1079,-100,?,8.10571E-07,7.86171E+25,High
BBB,2014B,437565,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,5.98981E+25,1239,-41,?,6.17572E-07,5.98981E+25,High
BBB,2014B,438775,F,West Midlands Region,A Level or Equivalent,Oct-20,0-35,1,60,N,Withdrawn,57,24,-94,58,5.87691E-31,81,Medium
BBB,2014B,439109,F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,60,N,Fail,7.57371E+14,237,-29,?,7.80877E-18,7.57371E+14,High
BBB,2014B,439710,F,South East Region,A Level or Equivalent,70-80%,0-35,0,120,N,Distinction,9.09178E+25,631,-146,?,9.37396E-07,9.09178E+25,High
BBB,2014B,439925,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,0,0,-72,0,0,0,Zero
BBB,2014B,440075,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,90,N,Withdrawn,0,11,-92,13,0,11,Zero
BBB,2014B,440664,F,Scotland,Lower Than A Level,0-10%,0-35,2,60,N,Withdrawn,0,0,-67,-19,0,0,Zero
BBB,2014B,442497,F,London Region,Lower Than A Level,0-10%,35-55,0,90,N,Fail,5068100,187,-52,?,5.2254E-26,5068287,High
BBB,2014B,444221,F,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,747710080,877,-65,83,7.70917E-24,747710957,High
BBB,2014B,444561,F,Wales,Lower Than A Level,60-70%,0-35,1,60,N,Pass,8.58683E+18,1355,-184,?,8.85334E-14,8.58683E+18,High
BBB,2014B,444858,F,London Region,A Level or Equivalent,0-10%,35-55,1,120,N,Fail,6.67067E+18,646,-36,?,6.87771E-14,6.67067E+18,High
BBB,2014B,444872,F,South East Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,8.08056E+23,486,-36,?,8.33136E-09,8.08056E+23,High
BBB,2014B,445136,F,South East Region,HE Qualification,70-80%,35-55,0,60,N,Withdrawn,79100,75,-32,51,8.15551E-28,79175,High
BBB,2014B,445415,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,8.07381E+23,502,-153,?,8.3244E-09,8.07381E+23,High
BBB,2014B,445494,M,South Region,HE Qualification,Oct-20,0-35,1,60,N,Pass,8.77477E+24,388,-31,?,9.04711E-08,8.77477E+24,High
BBB,2014B,446296,F,Wales,Lower Than A Level,20-30%,0-35,2,180,N,Fail,87100806080,124,-11,?,8.98042E-22,87100806204,High
BBB,2014B,446650,M,London Region,A Level or Equivalent,Oct-20,0-35,0,120,N,Pass,6.14981E+23,818,-61,?,6.34068E-09,6.14981E+23,High
BBB,2014B,446755,F,South West Region,HE Qualification,30-40%,35-55,0,60,N,Distinction,8.38791E+26,816,-138,?,8.64825E-06,8.38791E+26,High
BBB,2014B,447184,F,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,7.56586E+23,749,-53,?,7.80068E-09,7.56586E+23,High
BBB,2014B,447265,F,London Region,No Formal quals,60-70%,0-35,0,180,N,Pass,7.28239E+17,162,-32,?,7.50841E-15,7.28239E+17,High
BBB,2014B,447292,F,North Western Region,HE Qualification,60-70%,35-55,1,60,N,Fail,7065100,228,4,?,7.28438E-26,7065328,High
BBB,2014B,465369,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,6.86567E+22,210,-279,?,7.07876E-10,6.86567E+22,High
BBB,2014B,466248,F,East Anglian Region,Lower Than A Level,20-30%,0-35,1,60,N,Withdrawn,0,26,-67,18,0,26,Zero
BBB,2014B,466377,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,8085100,550,-51,173,8.33604E-26,8085650,High
BBB,2014B,466856,F,South West Region,A Level or Equivalent,20-30%,0-35,0,180,N,Distinction,6.47274E+22,200,-36,?,6.67363E-10,6.47274E+22,High
BBB,2014B,467100,F,South Region,Lower Than A Level,30-40%,0-35,0,120,N,Fail,9.36559E+20,1400,-94,?,9.65627E-12,9.36559E+20,High
BBB,2014B,467303,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,7.35862E+22,493,-36,?,7.58701E-10,7.35862E+22,High
BBB,2014B,467580,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,6.17478E+25,858,-88,?,6.36643E-07,6.17478E+25,High
BBB,2014B,468349,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,1,60,N,Fail,6.97071E+13,122,-51,?,7.18706E-19,6.97071E+13,High
BBB,2014B,468529,F,South Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn,7.37359E+17,119,-87,208,7.60245E-15,7.37359E+17,High
BBB,2014B,469177,M,West Midlands Region,HE Qualification,80-90%,0-35,0,120,N,Pass,8.87669E+25,232,-145,?,9.1522E-07,8.87669E+25,High
BBB,2014B,469664,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,210,N,Withdrawn,0,13,-22,33,0,13,Zero
BBB,2014B,470113,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,7.58041E+23,487,-2,?,7.81568E-09,7.58041E+23,High
BBB,2014B,470331,F,Wales,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn,7.3858E+21,2406,-53,219,7.61503E-11,7.3858E+21,High
BBB,2014B,470693,F,Scotland,HE Qualification,70-80%,0-35,0,60,N,Distinction,8.58688E+26,3262,-32,?,8.85339E-06,8.58688E+26,High
BBB,2014B,471157,M,South West Region,Lower Than A Level,20-30%,35-55,0,120,N,Fail,0,2,-50,?,0,2,Zero
BBB,2014B,471925,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,6.36758E+25,713,-100,?,6.56521E-07,6.36758E+25,High
BBB,2014B,473095,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,2,120,N,Withdrawn,6.3741E+12,290,-32,208,6.57194E-20,6.3741E+12,High
BBB,2014B,473509,M,West Midlands Region,Lower Than A Level,90-100%,35-55,2,300,N,Fail,77,1275,-69,?,7.93899E-31,1352,High
BBB,2014B,474607,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,4.6343E+13,125,-137,?,4.77814E-19,4.6343E+13,High
BBB,2014B,475631,F,East Midlands Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,0,18,-15,-2,0,18,Zero
BBB,2014B,475981,F,South Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,8.55983E+16,90,-284,?,8.8255E-16,8.55983E+16,High
BBB,2014B,476037,F,South Region,Lower Than A Level,90-100%,35-55,2,180,N,Fail,4.87273E+14,504,-122,?,5.02397E-18,4.87273E+14,High
BBB,2014B,477779,F,London Region,A Level or Equivalent,Oct-20,0-35,0,120,N,Fail,7.35676E+18,317,-24,?,7.58509E-14,7.35676E+18,High
BBB,2014B,478242,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,7.4796E+20,229,-23,?,7.71175E-12,7.4796E+20,High
BBB,2014B,478317,F,Scotland,Lower Than A Level,0-10%,0-35,2,90,N,Fail,6.75264E+22,644,-87,?,6.96223E-10,6.75264E+22,High
BBB,2014B,479738,F,West Midlands Region,Lower Than A Level,40-50%,35-55,0,130,N,Pass,6.86269E+21,453,-107,?,7.07569E-11,6.86269E+21,High
BBB,2014B,480372,F,North Western Region,Lower Than A Level,Oct-20,0-35,1,120,N,Pass,6.26368E+19,131,-51,?,6.45808E-13,6.26368E+19,High
BBB,2014B,480924,F,East Anglian Region,Lower Than A Level,30-40%,0-35,1,90,N,Withdrawn,0,0,-78,-1,0,0,Zero
BBB,2014B,481150,F,Ireland,A Level or Equivalent,Oct-20,0-35,0,120,N,Pass,8.7839E+20,436,-29,?,9.05653E-12,8.7839E+20,High
BBB,2014B,481947,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,180,N,Fail,70,71,-48,?,7.21726E-31,141,High
BBB,2014B,483031,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,Distinction,8.07064E+25,510,-76,?,8.32113E-07,8.07064E+25,High
BBB,2014B,483411,F,East Midlands Region,Lower Than A Level,Oct-20,0-35,2,120,N,Fail,0,0,-99,?,0,0,Zero
BBB,2014B,483468,F,Wales,HE Qualification,90-100%,0-35,0,60,N,Pass,8.07876E+24,611,-120,?,8.3295E-08,8.07876E+24,High
BBB,2014B,483485,F,Wales,Lower Than A Level,70-80%,0-35,0,60,Y,Pass,7.16981E+23,369,-12,?,7.39234E-09,7.16981E+23,High
BBB,2014B,483921,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail,6654100100,456,-146,?,6.86063E-23,6654100556,High
BBB,2014B,484351,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,0,0,-131,-18,0,0,Zero
BBB,2014B,484446,F,South West Region,A Level or Equivalent,20-30%,0-35,1,180,N,Withdrawn,0,0,-129,-12,0,0,Zero
BBB,2014B,484821,F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,Fail,0,0,-127,?,0,0,Zero
BBB,2014B,484983,F,South West Region,Lower Than A Level,40-50%,0-35,1,120,N,Withdrawn,7.37976E+16,3233,-29,186,7.60881E-16,7.37976E+16,High
BBB,2014B,485180,F,South West Region,Lower Than A Level,40-50%,0-35,0,195,N,Pass,8.57466E+23,665,-71,?,8.84079E-09,8.57466E+23,High
BBB,2014B,485262,F,North Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,7.5889E+25,6763,-29,?,7.82444E-07,7.5889E+25,High
BBB,2014B,485675,F,North Western Region,A Level or Equivalent,Oct-20,0-35,0,60,N,Fail,5.14133E+23,271,-50,?,5.30091E-09,5.14133E+23,High
BBB,2014B,485980,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,270,N,Pass,5.95473E+23,994,-32,?,6.13955E-09,5.95473E+23,High
BBB,2014B,486994,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Distinction,8.99184E+24,2451,-41,?,9.27092E-08,8.99184E+24,High
BBB,2014B,487002,F,South East Region,A Level or Equivalent,20-30%,0-35,0,180,N,Distinction,8.38396E+23,1424,-36,?,8.64417E-09,8.38396E+23,High
BBB,2014B,487226,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,1,120,N,Withdrawn,0,0,-151,-7,0,0,Zero
BBB,2014B,487386,F,Scotland,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,0,0,-51,-19,0,0,Zero
BBB,2014B,487543,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,180,N,Pass,6151596061?10010080100100,506,-115,?,#VALUE!,#VALUE!,High
BBB,2014B,487573,F,North Western Region,A Level or Equivalent,Oct-20,0-35,2,120,N,Withdrawn,0,0,-122,-7,0,0,Zero
BBB,2014B,489198,F,South Region,Lower Than A Level,70-80%,35-55,0,120,N,Fail,9480,141,-24,?,9.77423E-29,9621,High
BBB,2014B,490391,F,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,Pass,7.07777E+19,356,-58,?,7.29744E-13,7.07777E+19,High
BBB,2014B,491114,F,South Region,A Level or Equivalent,60-70%,0-35,1,120,N,Withdrawn,0,0,-36,26,0,0,Zero
BBB,2014B,492468,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,180,Y,Withdrawn,0,0,-95,-25,0,0,Zero
BBB,2014B,492895,F,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,9581100100,1759,-71,80,9.87847E-23,9581101859,High
BBB,2014B,492928,F,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,6.25761E+22,100,-64,?,6.45183E-10,6.25761E+22,High
BBB,2014B,493559,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,6.88142E+21,225,-32,?,7.095E-11,6.88142E+21,High
BBB,2014B,494896,F,East Anglian Region,Lower Than A Level,90-100%,0-35,1,120,N,Pass,6.37581E+21,340,-58,?,6.5737E-11,6.37581E+21,High
BBB,2014B,494948,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,1,120,N,Withdrawn,0,5,-89,13,0,5,Zero
BBB,2014B,495324,F,East Anglian Region,A Level or Equivalent,Oct-20,35-55,2,60,N,Withdrawn,59,88,-32,160,6.08312E-31,147,Medium
BBB,2014B,495876,F,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,80,16,-24,?,8.2483E-31,96,High
BBB,2014B,495958,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,0,0,-60,-7,0,0,Zero
BBB,2014B,496547,F,Scotland,A Level or Equivalent,50-60%,0-35,1,120,N,Withdrawn,0,0,-86,-75,0,0,Zero
BBB,2014B,497872,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,62,36,-32,49,6.39243E-31,98,Medium
BBB,2014B,499952,F,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,0,0,-87,-10,0,0,Zero
BBB,2014B,500279,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,1,120,N,Fail,57,117,-31,?,5.87691E-31,174,Medium
BBB,2014B,500395,F,East Midlands Region,Lower Than A Level,Oct-20,35-55,0,60,N,Withdrawn,736880,21,-29,219,7.59751E-27,736901,High
BBB,2014B,501095,F,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,9.79585E+25,783,-31,?,1.00999E-06,9.79585E+25,High
BBB,2014B,504352,F,London Region,Lower Than A Level,30-40%,0-35,0,90,N,Fail,7.76051E+21,745,-54,?,8.00137E-11,7.76051E+21,High
BBB,2014B,504393,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,0,57,-85,4,0,57,Zero
BBB,2014B,504967,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,64706280,94,-116,?,6.67146E-25,64706374,High
BBB,2014B,505151,F,Scotland,A Level or Equivalent,0-10%,35-55,0,120,N,Withdrawn,4040404060,182,-60,-1,4.16581E-23,4040404242,High
